video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00851.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00851\pre_event\00851_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00851\pre_event\00851_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00851\pre_event\00851_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00851\pre_event\00851_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00851\pre_event\00851_pre_05.jpg,93|100|106|113|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Cloudy,Highway,4
00370.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00370\pre_event\00370_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00370\pre_event\00370_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00370\pre_event\00370_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00370\pre_event\00370_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00370\pre_event\00370_pre_05.jpg,97|103|108|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Rain,Urban,7
00437.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00437\pre_event\00437_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00437\pre_event\00437_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00437\pre_event\00437_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00437\pre_event\00437_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00437\pre_event\00437_pre_05.jpg,85|94|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00077.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00077\pre_event\00077_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00077\pre_event\00077_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00077\pre_event\00077_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00077\pre_event\00077_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00077\pre_event\00077_pre_05.jpg,52|69|86|103|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00587.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00587\pre_event\00587_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00587\pre_event\00587_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00587\pre_event\00587_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00587\pre_event\00587_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00587\pre_event\00587_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Highway,7
01037.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01037\pre_event\01037_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01037\pre_event\01037_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01037\pre_event\01037_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01037\pre_event\01037_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01037\pre_event\01037_pre_05.jpg,45|64|82|101|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Clear,Urban,3
00312.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00312\pre_event\00312_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00312\pre_event\00312_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00312\pre_event\00312_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00312\pre_event\00312_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00312\pre_event\00312_pre_05.jpg,59|74|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00614.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00614\pre_event\00614_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00614\pre_event\00614_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00614\pre_event\00614_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00614\pre_event\00614_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00614\pre_event\00614_pre_05.jpg,48|66|84|102|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00963.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00963\pre_event\00963_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00963\pre_event\00963_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00963\pre_event\00963_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00963\pre_event\00963_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00963\pre_event\00963_pre_05.jpg,71|83|96|108|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Highway,5
00450.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00450\pre_event\00450_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00450\pre_event\00450_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00450\pre_event\00450_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00450\pre_event\00450_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00450\pre_event\00450_pre_05.jpg,79|89|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00435.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00435\pre_event\00435_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00435\pre_event\00435_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00435\pre_event\00435_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00435\pre_event\00435_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00435\pre_event\00435_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
00201.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00201\pre_event\00201_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00201\pre_event\00201_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00201\pre_event\00201_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00201\pre_event\00201_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00201\pre_event\00201_pre_05.jpg,109|112|114|117|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Clear,Urban,4
00300.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00300\pre_event\00300_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00300\pre_event\00300_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00300\pre_event\00300_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00300\pre_event\00300_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00300\pre_event\00300_pre_05.jpg,72|84|96|108|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00847.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00847\pre_event\00847_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00847\pre_event\00847_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00847\pre_event\00847_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00847\pre_event\00847_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00847\pre_event\00847_pre_05.jpg,2|32|61|90|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00901.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00901\pre_event\00901_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00901\pre_event\00901_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00901\pre_event\00901_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00901\pre_event\00901_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00901\pre_event\00901_pre_05.jpg,83|92|102|111|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Sub-urban,7
00056.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00056\pre_event\00056_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00056\pre_event\00056_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00056\pre_event\00056_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00056\pre_event\00056_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00056\pre_event\00056_pre_05.jpg,105|109|112|116|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00604.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00604\pre_event\00604_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00604\pre_event\00604_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00604\pre_event\00604_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00604\pre_event\00604_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00604\pre_event\00604_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7
00410.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00410\pre_event\00410_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00410\pre_event\00410_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00410\pre_event\00410_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00410\pre_event\00410_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00410\pre_event\00410_pre_05.jpg,95|101|108|114|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Highway,8
00190.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00190\pre_event\00190_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00190\pre_event\00190_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00190\pre_event\00190_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00190\pre_event\00190_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00190\pre_event\00190_pre_05.jpg,30|52|75|98|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Highway,7
00223.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00223\pre_event\00223_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00223\pre_event\00223_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00223\pre_event\00223_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00223\pre_event\00223_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00223\pre_event\00223_pre_05.jpg,90|98|105|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Rain,Urban,4
